OBJECTID,COLDETKEY,ST_PARTCPNT_TYPE_DESC,ST_POSTEDSPD,ST_RDSURF_DESC,ST_TRAFCONTRL_DESC,ST_VEH_ACT_DESC,ST_VEH_CND_DESC,ST_VEH_TYPE_DESC,Incident Date,Report Number,x,y
2116069,380401,Vehicle,25,Concrete,No Traffic Control,"Legally Parked, Unoccupied",No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/16/2025,3930664,-122.3750961,47.5679238
2116072,381136,Vehicle,25,Concrete,Signals,Negotiatng a Curve,No Defects,Passenger Car,2/14/2025,3908199,-122.3398048,47.51791109
2116087,381417,Vehicle,30,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/11/2025,EF73376,-122.3101651,47.59407762
2116088,381417,Vehicle,30,Blacktop,Signals,Stopped for Traffic,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/11/2025,EF73376,-122.3101651,47.59407762
2116123,381692,Vehicle,,Unknown,No Traffic Control,Going Straight Ahead,No Defects,Not Stated,3/14/2025,EF74985,-122.332381,47.62427605
2116126,381692,Vehicle,,,,"Legally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/14/2025,EF74985,-122.332381,47.62427605
2116167,380378,Vehicle,25,Concrete,Signals,Going Straight Ahead,No Defects,Passenger Car,1/5/2025,3924363,-122.3331871,47.60302507
2116170,380378,Vehicle,25,Concrete,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/5/2025,3924363,-122.3331871,47.60302507
2116173,379866,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,Passenger Car,1/1/2025,3929849,-122.3175821,47.60144964
2116176,379866,Vehicle,,Blacktop,,Stopped at Signal or Stop Sign,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/1/2025,3929849,-122.3175821,47.60144964
2116195,381463,Vehicle,40,Concrete,No Traffic Control,Merging (Entering Traffic),No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/10/2025,EF72714,-122.3376635,47.57159759
2116197,381463,Vehicle,40,Concrete,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/10/2025,EF72714,-122.3376635,47.57159759
2116208,380373,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,,Passenger Car,1/9/2025,3932185,-122.2797567,47.51942729
2116211,380373,Vehicle,25,Concrete,,Going Straight Ahead,,Passenger Car,1/9/2025,3932185,-122.2797567,47.51942729
2116213,380691,Vehicle,35,Concrete,No Traffic Control,Changing Lanes,,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/25/2025,3930943,-122.3375008,47.58975206
2116216,380691,Vehicle,35,Concrete,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,1/25/2025,3930943,-122.3375008,47.58975206
2116254,380399,Vehicle,,,,Other,,Not Stated,1/12/2025,3929905,-122.3255671,47.61704629
2116257,380399,Vehicle,,,,"Legally Parked, Unoccupied",No Defects,Passenger Car,1/12/2025,3929905,-122.3255671,47.61704629
2116259,381411,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,Passenger Car,3/12/2025,EF73390,-122.2808119,47.53624409
2116262,381411,Vehicle,,Blacktop,Stop Sign,Stopped for Traffic,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/12/2025,EF73390,-122.2808119,47.53624409
2116283,380367,Vehicle,30,Blacktop,No Traffic Control,Making Right Turn,,Passenger Car,1/10/2025,3930336,-122.3446272,47.69817528
2116286,381641,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/7/2025,EF72113,-122.285207,47.54516974
2116310,380177,Vehicle,,Concrete,Stop Sign,Going Straight Ahead,No Defects,Passenger Car,1/18/2025,EF58312,-122.2870455,47.56411007
2116312,381405,Vehicle,,Unknown,No Traffic Control,Other,No Defects,Not Stated,3/8/2025,EF72600,-122.3570084,47.6329071
2116313,380177,Vehicle,,Concrete,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/18/2025,EF58312,-122.2870455,47.56411007
2116315,381405,Vehicle,,,,"Legally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/8/2025,EF72600,-122.3570084,47.6329071
2116316,380177,Vehicle,,,,"Legally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/18/2025,EF58312,-122.2870455,47.56411007
2116325,381509,Vehicle,25,Concrete,Signals,Going Straight Ahead,No Defects,Scooter Bike,3/12/2025,EF73389,-122.3305824,47.61861333
2116328,381509,Vehicle,25,Concrete,Signals,Going Straight Ahead,No Defects,Passenger Car,3/12/2025,EF73389,-122.3305824,47.61861333
2116330,380061,Vehicle,30,Blacktop,,Going Straight Ahead,,Passenger Car,1/13/2025,3930339,-122.3554884,47.70781074
2116331,380835,Vehicle,25,Blacktop,Stop Sign,Making Right Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/6/2025,3932273,-122.300631,47.66798404
2116334,380835,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/6/2025,3932273,-122.300631,47.66798404
2116345,381258,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,Passenger Car,3/1/2025,EF70411,-122.3256112,47.54640369
2116348,381258,Vehicle,,Blacktop,Signals,Stopped at Signal or Stop Sign,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/1/2025,EF70411,-122.3256112,47.54640369
2116351,381630,Vehicle,,Blacktop,No Traffic Control,Changing Lanes,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/14/2025,EF74525,-122.3297887,47.61922695
2116353,381630,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,3/14/2025,EF74525,-122.3297887,47.61922695
2116354,381090,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/14/2025,3926305,-122.3373628,47.52047733
2116357,381090,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,2/14/2025,3926305,-122.3373628,47.52047733
2116388,380567,Vehicle,25,Concrete,Stop Sign,Going Straight Ahead,No Defects,Passenger Car,1/31/2025,3930945,-122.33423,47.55417186
2116391,380567,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/31/2025,3930945,-122.33423,47.55417186
2116394,381684,Vehicle,30,Blacktop,Signals,Changing Lanes,No Defects,Passenger Car,3/13/2025,EF73782,-122.2928,47.56008127
2116397,381684,Vehicle,30,Blacktop,Signals,Stopped at Signal or Stop Sign,No Defects,Truck Tractor and Semi-Trailer,3/13/2025,EF73782,-122.2928,47.56008127
2116401,379746,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/1/2025,EF52503,-122.2878018,47.52879354
2116403,381684,Vehicle,30,Blacktop,Signals,Going Straight Ahead,No Defects,Passenger Car,3/13/2025,EF73782,-122.2928,47.56008127
2116404,379746,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/1/2025,EF52503,-122.2878018,47.52879354
2116412,380560,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,1/31/2025,3925925,-122.2899377,47.56888806
2116416,381989,Vehicle,25,Concrete,Stop Sign,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/26/2025,3922497,-122.3076375,47.60802676
2116418,381989,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,3/26/2025,3922497,-122.3076375,47.60802676
2116421,381989,Vehicle,25,Concrete,Stop Sign,Stopped at Signal or Stop Sign,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/26/2025,3922497,-122.3076375,47.60802676
2116431,381621,Vehicle,,Unknown,No Traffic Control,Going Straight Ahead,No Defects,Not Stated,3/11/2025,EF72913,-122.3125227,47.63149393
2116434,381621,Vehicle,,,,"Legally Parked, Occupied",,Bus or Motor Stage,3/11/2025,EF72913,-122.3125227,47.63149393
2116436,379996,Vehicle,20,Concrete,Stop Sign,Other,No Defects,Passenger Car,1/4/2025,3929878,-122.3142572,47.61528768
2116445,381264,Vehicle,25,Blacktop,No Traffic Control,Backing,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/21/2025,3838032,-122.3020786,47.61294706
2116447,381264,Vehicle,25,Blacktop,No Traffic Control,Stopped for Traffic,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/21/2025,3838032,-122.3020786,47.61294706
2116464,381877,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/25/2025,EF78453,-122.3870574,47.69058284
2116467,381877,Vehicle,,Blacktop,Signals,Stopped for Traffic,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/25/2025,EF78453,-122.3870574,47.69058284
2116470,381413,Vehicle,25,Blacktop,Stop Sign,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/12/2025,EF73197,-122.3605454,47.62959146
2116473,381413,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/12/2025,EF73197,-122.3605454,47.62959146
2116490,380799,Vehicle,20,Blacktop,Stop Sign,Merging (Entering Traffic),No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/7/2025,EF63609,-122.3021055,47.61159096
2116496,380799,Vehicle,,,,"Illegally Parked, Unoccupied",,Passenger Car,2/7/2025,EF63609,-122.3021055,47.61159096
2116507,381675,Vehicle,25,Concrete,Signals,Other,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/22/2025,3927957,-122.3123918,47.57947689
2116511,381675,Vehicle,25,Concrete,Signals,Going Straight Ahead,No Defects,Passenger Car,3/22/2025,3927957,-122.3123918,47.57947689
2116515,381119,Vehicle,,Unknown,No Traffic Control,Going Straight Ahead,No Defects,Not Stated,2/3/2025,EF62446,-122.3607754,47.63232878
2116518,381119,Vehicle,,,,"Legally Parked, Unoccupied",,Passenger Car,2/3/2025,EF62446,-122.3607754,47.63232878
2116521,381440,Vehicle,25,Blacktop,Stop Sign,Starting in Traffic Lane,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/12/2025,EF73196,-122.3384902,47.61971115
2116523,381440,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/12/2025,EF73196,-122.3384902,47.61971115
2116525,382159,Vehicle,25,Blacktop,No Traffic Control,Negotiatng a Curve,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/27/2025,3932551,-122.3522307,47.58699163
2116528,380516,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/15/2025,EF56339,-122.3015273,47.5869194
2116531,380516,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,1/15/2025,EF56339,-122.3015273,47.5869194
2116553,381139,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/16/2025,3926257,-122.3390679,47.51917884
2116583,380617,Vehicle,20,Concrete,,Going Straight Ahead,Power Failure,Passenger Car,1/29/2025,3929908,-122.301883,47.61893625
2116584,380617,Vehicle,20,Concrete,,"Legally Parked, Unoccupied",No Defects,Passenger Car,1/29/2025,3929908,-122.301883,47.61893625
2116588,381977,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,3/20/2025,EF77124,-122.317586,47.59582666
2116591,381977,Vehicle,,Blacktop,No Traffic Control,Stopped for Traffic,No Defects,Passenger Car,3/20/2025,EF77124,-122.317586,47.59582666
2116592,381691,Vehicle,,Concrete,Stop Sign,Starting in Traffic Lane,No Defects,Passenger Car,3/13/2025,EF73689,-122.301755,47.55102083
2116594,381271,Vehicle,20,Blacktop,Signals,Ovetaking and Passing,No Defects,Passenger Car,3/1/2025,EF70849,-122.3125708,47.71579604
2116595,381691,Vehicle,,Concrete,Stop Sign,Starting in Traffic Lane,No Defects,Passenger Car,3/13/2025,EF73689,-122.301755,47.55102083
2116597,381271,Vehicle,20,Blacktop,Signals,Making Left Turn,No Defects,Passenger Car,3/1/2025,EF70849,-122.3125708,47.71579604
2116599,381271,Vehicle,,,,"Legally Parked, Unoccupied",,Passenger Car,3/1/2025,EF70849,-122.3125708,47.71579604
2116601,380197,Vehicle,,Blacktop,No Traffic Control,Changing Lanes,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/21/2025,EF58355,-122.3146645,47.57189424
2116603,380379,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",12/31/2024,3934019,-122.3820045,47.65033757
2116604,380197,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/21/2025,EF58355,-122.3146645,47.57189424
2116606,380379,Vehicle,,,,"Illegally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",12/31/2024,3934019,-122.3820045,47.65033757
2116607,379761,Vehicle,,Blacktop,No Traffic Control,Starting From Parked Position,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/5/2025,EF53412,-122.3447022,47.65377151
2116609,380379,Vehicle,,,,"Legally Parked, Unoccupied",,Passenger Car,12/31/2024,3934019,-122.3820045,47.65033757
2116610,379761,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,1/5/2025,EF53412,-122.3447022,47.65377151
2116612,380379,Vehicle,,,,"Legally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",12/31/2024,3934019,-122.3820045,47.65033757
2116613,379761,Vehicle,,,,"Legally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/5/2025,EF53412,-122.3447022,47.65377151
2116615,379761,Vehicle,,,,"Legally Parked, Unoccupied",,Passenger Car,1/5/2025,EF53412,-122.3447022,47.65377151
2116617,381091,Vehicle,25,Blacktop,Signals,Making Left Turn,No Defects,Passenger Car,2/14/2025,3930091,,
2116618,380379,Vehicle,,,,"Legally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",12/31/2024,3934019,-122.3820045,47.65033757
2116620,381091,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/14/2025,3930091,,
2116623,381408,Vehicle,20,Concrete,Stop Sign,Going Straight Ahead,No Defects,Passenger Car,1/30/2025,3930087,-122.3449817,47.72230756
2116626,381408,Vehicle,35,Concrete,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/30/2025,3930087,-122.3449817,47.72230756
2116627,380485,Vehicle,25,Blacktop,Signals,Going Straight Ahead,,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/23/2025,3924338,-122.3314234,47.60277485
2116629,380552,Vehicle,,Blacktop,Signals,Making Left Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/3/2025,3929895,-122.3297913,47.60937748
2116630,380485,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/23/2025,3924338,-122.3314234,47.60277485
2116637,380415,Vehicle,25,Blacktop,No Traffic Control,Ovetaking and Passing,No Defects,Passenger Car,1/5/2025,3933888,-122.3440856,47.64312595
2116640,380415,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/5/2025,3933888,-122.3440856,47.64312595
2116643,380706,Vehicle,,Concrete,No Traffic Control,Going Straight Ahead,,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/11/2025,3925942,,
2116656,380007,Vehicle,,Blacktop,No Traffic Control,Changing Lanes,No Defects,Passenger Car,1/8/2025,EF54470,-122.3358955,47.606823
2116659,380007,Vehicle,,Blacktop,No Traffic Control,Stopped in Roadway,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/8/2025,EF54470,-122.3358955,47.606823
2116662,381095,Vehicle,20,Blacktop,Signals,Making Right Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/19/2025,3930958,-122.2834114,47.53705141
2116672,381626,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/13/2025,EF73783,-122.2976015,47.53899026
2116673,380547,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,1/20/2025,3930667,-122.3604653,47.53008442
2116675,381626,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,3/13/2025,EF73783,-122.2976015,47.53899026
2116676,380547,Vehicle,,Blacktop,,"Legally Parked, Unoccupied",,Passenger Car,1/20/2025,3930667,-122.3604653,47.53008442
2116679,380547,Vehicle,,Concrete,,"Legally Parked, Unoccupied",No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/20/2025,3930667,-122.3604653,47.53008442
2116725,381655,Vehicle,25,Blacktop,,Making Left Turn,No Defects,Passenger Car,3/21/2025,3926279,-122.3867514,47.57631711
2116728,381655,Vehicle,25,Blacktop,,Going Straight Ahead,No Defects,Passenger Car,3/21/2025,3926279,-122.3867514,47.57631711
2116741,382206,Vehicle,,Blacktop,Stop Sign,Making Right Turn,No Defects,Not Stated,4/14/2025,EF83470,-122.3097329,47.59351145
2116744,380515,Vehicle,,Blacktop,No Traffic Control,Backing,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/14/2025,EF55966,-122.3233043,47.59151445
2116752,380387,Vehicle,30,Concrete,No Traffic Control,Making Left Turn,Other Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/14/2025,3928395,-122.2991043,47.71930624
2116754,381677,Vehicle,25,Blacktop,No Traffic Control,"Illegally Parked, Unoccupied",No Defects,Passenger Car,3/24/2025,3930126,-122.33441,47.66139189
